"","X.run.number.","foraging_strategies","blob_count","food_amount","population","ticks"
"656",596,"tandem carrying",21,150,100,695
"657",597,"tandem carrying",21,150,100,533
"658",652,"tandem carrying",23,150,100,538
"659",653,"tandem carrying",23,150,100,525
"660",654,"tandem carrying",23,150,100,524
"661",709,"tandem carrying",25,150,100,498
"662",710,"tandem carrying",25,150,100,502
"663",711,"tandem carrying",25,150,100,525
"664",766,"tandem carrying",27,150,100,588
"665",767,"tandem carrying",27,150,100,543
"666",768,"tandem carrying",27,150,100,598
"667",823,"tandem carrying",29,150,100,561
"668",824,"tandem carrying",29,150,100,470
"669",825,"tandem carrying",29,150,100,477
"670",880,"tandem carrying",31,150,100,475
"671",881,"tandem carrying",31,150,100,570
"672",882,"tandem carrying",31,150,100,528
"673",937,"tandem carrying",33,150,100,534
"674",938,"tandem carrying",33,150,100,507
"675",939,"tandem carrying",33,150,100,544
"676",994,"tandem carrying",35,150,100,491
"677",995,"tandem carrying",35,150,100,503
"678",996,"tandem carrying",35,150,100,513
"679",1051,"tandem carrying",37,150,100,603
"680",1052,"tandem carrying",37,150,100,549
"681",1053,"tandem carrying",37,150,100,553
"682",1108,"tandem carrying",39,150,100,473
"683",1109,"tandem carrying",39,150,100,674
"684",1110,"tandem carrying",39,150,100,571
"685",1165,"tandem carrying",41,150,100,552
"686",1166,"tandem carrying",41,150,100,437
"687",1167,"tandem carrying",41,150,100,415
"688",1222,"tandem carrying",43,150,100,501
"689",1223,"tandem carrying",43,150,100,496
"690",1224,"tandem carrying",43,150,100,503
"691",1279,"tandem carrying",45,150,100,550
"692",1280,"tandem carrying",45,150,100,560
"693",1281,"tandem carrying",45,150,100,426
"694",1336,"tandem carrying",47,150,100,607
"695",1337,"tandem carrying",47,150,100,487
"696",1338,"tandem carrying",47,150,100,536
"697",1393,"tandem carrying",49,150,100,525
"698",1394,"tandem carrying",49,150,100,506
"699",1395,"tandem carrying",49,150,100,564
"700",1450,"tandem carrying",51,150,100,463
"701",1451,"tandem carrying",51,150,100,529
"702",1452,"tandem carrying",51,150,100,599
"703",28,"tandem carrying",1,165,100,444
"704",29,"tandem carrying",1,165,100,559
"705",30,"tandem carrying",1,165,100,521
"706",85,"tandem carrying",3,165,100,718
"707",86,"tandem carrying",3,165,100,675
"708",87,"tandem carrying",3,165,100,514
"709",142,"tandem carrying",5,165,100,712
"710",143,"tandem carrying",5,165,100,429
"711",144,"tandem carrying",5,165,100,448
"712",199,"tandem carrying",7,165,100,731
"713",200,"tandem carrying",7,165,100,615
"714",201,"tandem carrying",7,165,100,794
"715",256,"tandem carrying",9,165,100,764
"716",257,"tandem carrying",9,165,100,565
"717",258,"tandem carrying",9,165,100,524
"718",313,"tandem carrying",11,165,100,907
"719",314,"tandem carrying",11,165,100,705
"720",315,"tandem carrying",11,165,100,636
"721",370,"tandem carrying",13,165,100,601
"722",371,"tandem carrying",13,165,100,564
"723",372,"tandem carrying",13,165,100,630
"724",427,"tandem carrying",15,165,100,667
"725",428,"tandem carrying",15,165,100,486
"726",429,"tandem carrying",15,165,100,575
"727",484,"tandem carrying",17,165,100,590
"728",485,"tandem carrying",17,165,100,560
"729",486,"tandem carrying",17,165,100,549
"730",541,"tandem carrying",19,165,100,566
"731",542,"tandem carrying",19,165,100,565
"732",543,"tandem carrying",19,165,100,674
"733",598,"tandem carrying",21,165,100,380
"734",599,"tandem carrying",21,165,100,719
"735",600,"tandem carrying",21,165,100,658
"736",655,"tandem carrying",23,165,100,539
"737",656,"tandem carrying",23,165,100,567
"738",657,"tandem carrying",23,165,100,605
"739",712,"tandem carrying",25,165,100,535
"740",713,"tandem carrying",25,165,100,781
"741",714,"tandem carrying",25,165,100,608
"742",769,"tandem carrying",27,165,100,485
"743",770,"tandem carrying",27,165,100,646
"744",771,"tandem carrying",27,165,100,572
"745",826,"tandem carrying",29,165,100,528
"746",827,"tandem carrying",29,165,100,489
"747",828,"tandem carrying",29,165,100,455
"748",883,"tandem carrying",31,165,100,618
"749",884,"tandem carrying",31,165,100,512
"750",885,"tandem carrying",31,165,100,571
"751",940,"tandem carrying",33,165,100,526
"752",941,"tandem carrying",33,165,100,490
"753",942,"tandem carrying",33,165,100,606
"754",997,"tandem carrying",35,165,100,417
"755",998,"tandem carrying",35,165,100,515
"756",999,"tandem carrying",35,165,100,455
"757",1054,"tandem carrying",37,165,100,609
"758",1055,"tandem carrying",37,165,100,652
"759",1056,"tandem carrying",37,165,100,618
"760",1111,"tandem carrying",39,165,100,548
"761",1112,"tandem carrying",39,165,100,518
"762",1113,"tandem carrying",39,165,100,586
"763",1168,"tandem carrying",41,165,100,626
"764",1169,"tandem carrying",41,165,100,501
"765",1170,"tandem carrying",41,165,100,523
"766",1225,"tandem carrying",43,165,100,661
"767",1226,"tandem carrying",43,165,100,612
"768",1227,"tandem carrying",43,165,100,529
"769",1282,"tandem carrying",45,165,100,585
"770",1283,"tandem carrying",45,165,100,552
"771",1284,"tandem carrying",45,165,100,608
"772",1339,"tandem carrying",47,165,100,542
"773",1340,"tandem carrying",47,165,100,520
"774",1341,"tandem carrying",47,165,100,623
"775",1396,"tandem carrying",49,165,100,480
"776",1397,"tandem carrying",49,165,100,468
"777",1398,"tandem carrying",49,165,100,527
"778",1453,"tandem carrying",51,165,100,601
"779",1454,"tandem carrying",51,165,100,510
"780",1455,"tandem carrying",51,165,100,563
"781",31,"tandem carrying",1,180,100,560
"782",32,"tandem carrying",1,180,100,797
"783",33,"tandem carrying",1,180,100,645
"784",88,"tandem carrying",3,180,100,722
"785",89,"tandem carrying",3,180,100,448
"786",90,"tandem carrying",3,180,100,586
"787",145,"tandem carrying",5,180,100,470
"788",146,"tandem carrying",5,180,100,748
"789",147,"tandem carrying",5,180,100,641
"790",202,"tandem carrying",7,180,100,771
"791",203,"tandem carrying",7,180,100,615
"792",204,"tandem carrying",7,180,100,507
"793",259,"tandem carrying",9,180,100,589
"794",260,"tandem carrying",9,180,100,606
"795",261,"tandem carrying",9,180,100,639
"796",316,"tandem carrying",11,180,100,567
"797",317,"tandem carrying",11,180,100,467
"798",318,"tandem carrying",11,180,100,821
"799",373,"tandem carrying",13,180,100,652
"800",374,"tandem carrying",13,180,100,629
"801",375,"tandem carrying",13,180,100,622
"802",430,"tandem carrying",15,180,100,533
"803",431,"tandem carrying",15,180,100,768
"804",432,"tandem carrying",15,180,100,634
"805",487,"tandem carrying",17,180,100,591
"806",488,"tandem carrying",17,180,100,675
"807",489,"tandem carrying",17,180,100,640
"808",544,"tandem carrying",19,180,100,604
"809",545,"tandem carrying",19,180,100,698
"810",546,"tandem carrying",19,180,100,703
"811",601,"tandem carrying",21,180,100,651
"812",602,"tandem carrying",21,180,100,738
"813",603,"tandem carrying",21,180,100,646
"814",658,"tandem carrying",23,180,100,529
"815",659,"tandem carrying",23,180,100,501
"816",660,"tandem carrying",23,180,100,510
"817",715,"tandem carrying",25,180,100,624
"818",716,"tandem carrying",25,180,100,574
"819",717,"tandem carrying",25,180,100,625
"820",772,"tandem carrying",27,180,100,541
"821",773,"tandem carrying",27,180,100,718
"822",774,"tandem carrying",27,180,100,548
"823",829,"tandem carrying",29,180,100,497
"824",830,"tandem carrying",29,180,100,542
"825",831,"tandem carrying",29,180,100,607
"826",886,"tandem carrying",31,180,100,560
"827",887,"tandem carrying",31,180,100,594
"828",888,"tandem carrying",31,180,100,491
"829",943,"tandem carrying",33,180,100,578
"830",944,"tandem carrying",33,180,100,587
"831",945,"tandem carrying",33,180,100,512
"832",1000,"tandem carrying",35,180,100,562
"833",1001,"tandem carrying",35,180,100,565
"834",1002,"tandem carrying",35,180,100,639
"835",1057,"tandem carrying",37,180,100,621
"836",1058,"tandem carrying",37,180,100,561
"837",1059,"tandem carrying",37,180,100,575
"838",1114,"tandem carrying",39,180,100,613
"839",1115,"tandem carrying",39,180,100,592
"840",1116,"tandem carrying",39,180,100,574
"841",1171,"tandem carrying",41,180,100,553
"842",1172,"tandem carrying",41,180,100,663
"843",1173,"tandem carrying",41,180,100,563
"844",1228,"tandem carrying",43,180,100,632
"845",1229,"tandem carrying",43,180,100,557
"846",1230,"tandem carrying",43,180,100,537
"847",1285,"tandem carrying",45,180,100,529
"848",1286,"tandem carrying",45,180,100,749
"849",1287,"tandem carrying",45,180,100,562
"850",1342,"tandem carrying",47,180,100,483
"851",1343,"tandem carrying",47,180,100,621
"852",1344,"tandem carrying",47,180,100,483
"853",1399,"tandem carrying",49,180,100,516
"854",1400,"tandem carrying",49,180,100,552
"855",1401,"tandem carrying",49,180,100,761
"856",1456,"tandem carrying",51,180,100,500
"857",1457,"tandem carrying",51,180,100,531
"858",1458,"tandem carrying",51,180,100,485
"859",34,"tandem carrying",1,195,100,589
"860",35,"tandem carrying",1,195,100,631
"861",36,"tandem carrying",1,195,100,588
"862",91,"tandem carrying",3,195,100,752
"863",92,"tandem carrying",3,195,100,448
"864",93,"tandem carrying",3,195,100,550
"865",148,"tandem carrying",5,195,100,578
"866",149,"tandem carrying",5,195,100,677
"867",150,"tandem carrying",5,195,100,583
"868",205,"tandem carrying",7,195,100,498
"869",206,"tandem carrying",7,195,100,680
"870",207,"tandem carrying",7,195,100,734
"871",262,"tandem carrying",9,195,100,526
"872",263,"tandem carrying",9,195,100,428
"873",264,"tandem carrying",9,195,100,697
"874",319,"tandem carrying",11,195,100,755
"875",320,"tandem carrying",11,195,100,649
"876",321,"tandem carrying",11,195,100,622
"877",376,"tandem carrying",13,195,100,704
"878",377,"tandem carrying",13,195,100,634
"879",378,"tandem carrying",13,195,100,829
"880",433,"tandem carrying",15,195,100,538
"881",434,"tandem carrying",15,195,100,535
"882",435,"tandem carrying",15,195,100,734
"883",490,"tandem carrying",17,195,100,677
"884",491,"tandem carrying",17,195,100,896
"885",492,"tandem carrying",17,195,100,702
"886",547,"tandem carrying",19,195,100,643
"887",548,"tandem carrying",19,195,100,592
"888",549,"tandem carrying",19,195,100,504
"889",604,"tandem carrying",21,195,100,624
"890",605,"tandem carrying",21,195,100,633
"891",606,"tandem carrying",21,195,100,533
"892",661,"tandem carrying",23,195,100,549
"893",662,"tandem carrying",23,195,100,553
"894",663,"tandem carrying",23,195,100,662
"895",718,"tandem carrying",25,195,100,607
"896",719,"tandem carrying",25,195,100,597
"897",720,"tandem carrying",25,195,100,648
"898",775,"tandem carrying",27,195,100,694
"899",776,"tandem carrying",27,195,100,519
"900",777,"tandem carrying",27,195,100,680
"901",832,"tandem carrying",29,195,100,632
"902",833,"tandem carrying",29,195,100,643
"903",834,"tandem carrying",29,195,100,708
"904",889,"tandem carrying",31,195,100,664
"905",890,"tandem carrying",31,195,100,712
"906",891,"tandem carrying",31,195,100,624
"907",946,"tandem carrying",33,195,100,505
"908",947,"tandem carrying",33,195,100,608
"909",948,"tandem carrying",33,195,100,566
"910",1003,"tandem carrying",35,195,100,552
"911",1004,"tandem carrying",35,195,100,599
"912",1005,"tandem carrying",35,195,100,680
"913",1060,"tandem carrying",37,195,100,548
"914",1061,"tandem carrying",37,195,100,543
"915",1062,"tandem carrying",37,195,100,553
"916",1117,"tandem carrying",39,195,100,505
"917",1118,"tandem carrying",39,195,100,600
"918",1119,"tandem carrying",39,195,100,572
"919",1174,"tandem carrying",41,195,100,732
"920",1175,"tandem carrying",41,195,100,682
"921",1176,"tandem carrying",41,195,100,610
"922",1231,"tandem carrying",43,195,100,557
"923",1232,"tandem carrying",43,195,100,604
"924",1233,"tandem carrying",43,195,100,582
"925",1288,"tandem carrying",45,195,100,693
"926",1289,"tandem carrying",45,195,100,612
"927",1290,"tandem carrying",45,195,100,578
"928",1345,"tandem carrying",47,195,100,565
"929",1346,"tandem carrying",47,195,100,603
"930",1347,"tandem carrying",47,195,100,593
"931",1402,"tandem carrying",49,195,100,590
"932",1403,"tandem carrying",49,195,100,532
"933",1404,"tandem carrying",49,195,100,708
"934",1459,"tandem carrying",51,195,100,658
"935",1460,"tandem carrying",51,195,100,559
"936",1461,"tandem carrying",51,195,100,688
"937",37,"tandem carrying",1,210,100,474
"938",38,"tandem carrying",1,210,100,484
"939",39,"tandem carrying",1,210,100,521
"940",94,"tandem carrying",3,210,100,408
"941",95,"tandem carrying",3,210,100,412
"942",96,"tandem carrying",3,210,100,647
"943",151,"tandem carrying",5,210,100,541
"944",152,"tandem carrying",5,210,100,613
"945",153,"tandem carrying",5,210,100,609
"946",208,"tandem carrying",7,210,100,838
"947",209,"tandem carrying",7,210,100,563
"948",210,"tandem carrying",7,210,100,555
"949",265,"tandem carrying",9,210,100,675
"950",266,"tandem carrying",9,210,100,522
"951",267,"tandem carrying",9,210,100,782
"952",322,"tandem carrying",11,210,100,729
"953",323,"tandem carrying",11,210,100,775
"954",324,"tandem carrying",11,210,100,804
"955",379,"tandem carrying",13,210,100,679
"956",380,"tandem carrying",13,210,100,620
"957",381,"tandem carrying",13,210,100,624
"958",436,"tandem carrying",15,210,100,774
"959",437,"tandem carrying",15,210,100,639
"960",438,"tandem carrying",15,210,100,560
"961",493,"tandem carrying",17,210,100,555
"962",494,"tandem carrying",17,210,100,676
"963",495,"tandem carrying",17,210,100,760
"964",550,"tandem carrying",19,210,100,553
"965",551,"tandem carrying",19,210,100,627
"966",552,"tandem carrying",19,210,100,525
"967",607,"tandem carrying",21,210,100,744
"968",608,"tandem carrying",21,210,100,683
"969",609,"tandem carrying",21,210,100,581
"970",664,"tandem carrying",23,210,100,683
"971",665,"tandem carrying",23,210,100,585
"972",666,"tandem carrying",23,210,100,518
"973",721,"tandem carrying",25,210,100,606
"974",722,"tandem carrying",25,210,100,682
"975",723,"tandem carrying",25,210,100,548
"976",778,"tandem carrying",27,210,100,682
"977",779,"tandem carrying",27,210,100,545
"978",780,"tandem carrying",27,210,100,827
"979",835,"tandem carrying",29,210,100,556
"980",836,"tandem carrying",29,210,100,692
"981",837,"tandem carrying",29,210,100,618
"982",892,"tandem carrying",31,210,100,605
"983",893,"tandem carrying",31,210,100,605
"984",894,"tandem carrying",31,210,100,594
"985",949,"tandem carrying",33,210,100,706
"986",950,"tandem carrying",33,210,100,738
"987",951,"tandem carrying",33,210,100,725
"988",1006,"tandem carrying",35,210,100,582
"989",1007,"tandem carrying",35,210,100,741
"990",1008,"tandem carrying",35,210,100,636
"991",1063,"tandem carrying",37,210,100,626
"992",1064,"tandem carrying",37,210,100,612
"993",1065,"tandem carrying",37,210,100,633
"994",1120,"tandem carrying",39,210,100,707
"995",1121,"tandem carrying",39,210,100,580
"996",1122,"tandem carrying",39,210,100,653
"997",1177,"tandem carrying",41,210,100,614
"998",1178,"tandem carrying",41,210,100,498
"999",1179,"tandem carrying",41,210,100,629
"1000",1234,"tandem carrying",43,210,100,634
"1001",1235,"tandem carrying",43,210,100,569
"1002",1236,"tandem carrying",43,210,100,713
"1003",1291,"tandem carrying",45,210,100,648
"1004",1292,"tandem carrying",45,210,100,717
"1005",1293,"tandem carrying",45,210,100,652
"1006",1348,"tandem carrying",47,210,100,552
"1007",1349,"tandem carrying",47,210,100,553
"1008",1350,"tandem carrying",47,210,100,698
"1009",1405,"tandem carrying",49,210,100,542
"1010",1406,"tandem carrying",49,210,100,560
"1011",1407,"tandem carrying",49,210,100,602
"1012",1462,"tandem carrying",51,210,100,718
"1013",1463,"tandem carrying",51,210,100,663
"1014",1464,"tandem carrying",51,210,100,610
"1015",40,"tandem carrying",1,225,100,499
"1016",41,"tandem carrying",1,225,100,711
"1017",42,"tandem carrying",1,225,100,739
"1018",97,"tandem carrying",3,225,100,764
"1019",98,"tandem carrying",3,225,100,518
"1020",99,"tandem carrying",3,225,100,637
"1021",154,"tandem carrying",5,225,100,817
"1022",155,"tandem carrying",5,225,100,708
"1023",156,"tandem carrying",5,225,100,630
"1024",211,"tandem carrying",7,225,100,546
"1025",212,"tandem carrying",7,225,100,694
"1026",213,"tandem carrying",7,225,100,969
"1027",268,"tandem carrying",9,225,100,638
"1028",269,"tandem carrying",9,225,100,702
"1029",270,"tandem carrying",9,225,100,809
"1030",325,"tandem carrying",11,225,100,720
"1031",326,"tandem carrying",11,225,100,647
"1032",327,"tandem carrying",11,225,100,696
"1033",382,"tandem carrying",13,225,100,603
"1034",383,"tandem carrying",13,225,100,716
"1035",384,"tandem carrying",13,225,100,583
"1036",439,"tandem carrying",15,225,100,642
"1037",440,"tandem carrying",15,225,100,760
"1038",441,"tandem carrying",15,225,100,645
"1039",496,"tandem carrying",17,225,100,675
"1040",497,"tandem carrying",17,225,100,753
"1041",498,"tandem carrying",17,225,100,633
"1042",553,"tandem carrying",19,225,100,754
"1043",554,"tandem carrying",19,225,100,816
"1044",555,"tandem carrying",19,225,100,746
"1045",610,"tandem carrying",21,225,100,686
"1046",611,"tandem carrying",21,225,100,676
"1047",612,"tandem carrying",21,225,100,781
"1048",667,"tandem carrying",23,225,100,743
"1049",668,"tandem carrying",23,225,100,845
"1050",669,"tandem carrying",23,225,100,667
"1051",724,"tandem carrying",25,225,100,707
"1052",725,"tandem carrying",25,225,100,725
"1053",726,"tandem carrying",25,225,100,754
"1054",781,"tandem carrying",27,225,100,674
"1055",782,"tandem carrying",27,225,100,715
"1056",783,"tandem carrying",27,225,100,651
"1057",838,"tandem carrying",29,225,100,709
"1058",839,"tandem carrying",29,225,100,596
"1059",840,"tandem carrying",29,225,100,633
"1060",895,"tandem carrying",31,225,100,614
"1061",896,"tandem carrying",31,225,100,501
"1062",897,"tandem carrying",31,225,100,527
"1063",952,"tandem carrying",33,225,100,743
"1064",953,"tandem carrying",33,225,100,658
"1065",954,"tandem carrying",33,225,100,645
"1066",1009,"tandem carrying",35,225,100,593
"1067",1010,"tandem carrying",35,225,100,662
"1068",1011,"tandem carrying",35,225,100,716
"1069",1066,"tandem carrying",37,225,100,682
"1070",1067,"tandem carrying",37,225,100,643
"1071",1068,"tandem carrying",37,225,100,530
"1072",1123,"tandem carrying",39,225,100,645
"1073",1124,"tandem carrying",39,225,100,641
"1074",1125,"tandem carrying",39,225,100,570
"1075",1180,"tandem carrying",41,225,100,639
"1076",1181,"tandem carrying",41,225,100,573
"1077",1182,"tandem carrying",41,225,100,736
"1078",1237,"tandem carrying",43,225,100,775
"1079",1238,"tandem carrying",43,225,100,724
"1080",1239,"tandem carrying",43,225,100,677
"1081",1294,"tandem carrying",45,225,100,634
"1082",1295,"tandem carrying",45,225,100,679
"1083",1296,"tandem carrying",45,225,100,504
"1084",1351,"tandem carrying",47,225,100,575
"1085",1352,"tandem carrying",47,225,100,659
"1086",1353,"tandem carrying",47,225,100,620
"1087",1408,"tandem carrying",49,225,100,568
"1088",1409,"tandem carrying",49,225,100,654
"1089",1410,"tandem carrying",49,225,100,578
"1090",1465,"tandem carrying",51,225,100,639
"1091",1466,"tandem carrying",51,225,100,578
"1092",1467,"tandem carrying",51,225,100,730
"1093",43,"tandem carrying",1,240,100,674
"1094",44,"tandem carrying",1,240,100,620
"1095",45,"tandem carrying",1,240,100,761
"1096",100,"tandem carrying",3,240,100,720
"1097",101,"tandem carrying",3,240,100,652
"1098",102,"tandem carrying",3,240,100,743
"1099",157,"tandem carrying",5,240,100,611
"1100",158,"tandem carrying",5,240,100,660
"1101",159,"tandem carrying",5,240,100,658
"1102",214,"tandem carrying",7,240,100,718
"1103",215,"tandem carrying",7,240,100,772
"1104",216,"tandem carrying",7,240,100,891
"1105",271,"tandem carrying",9,240,100,634
"1106",272,"tandem carrying",9,240,100,625
"1107",273,"tandem carrying",9,240,100,583
"1108",328,"tandem carrying",11,240,100,771
"1109",329,"tandem carrying",11,240,100,775
"1110",330,"tandem carrying",11,240,100,595
"1111",385,"tandem carrying",13,240,100,728
"1112",386,"tandem carrying",13,240,100,929
"1113",387,"tandem carrying",13,240,100,671
"1114",442,"tandem carrying",15,240,100,699
"1115",443,"tandem carrying",15,240,100,692
"1116",444,"tandem carrying",15,240,100,788
"1117",499,"tandem carrying",17,240,100,563
"1118",500,"tandem carrying",17,240,100,755
"1119",501,"tandem carrying",17,240,100,668
"1120",556,"tandem carrying",19,240,100,669
"1121",557,"tandem carrying",19,240,100,800
"1122",558,"tandem carrying",19,240,100,561
"1123",613,"tandem carrying",21,240,100,917
"1124",614,"tandem carrying",21,240,100,704
"1125",615,"tandem carrying",21,240,100,731
"1126",670,"tandem carrying",23,240,100,853
"1127",671,"tandem carrying",23,240,100,740
"1128",672,"tandem carrying",23,240,100,636
"1129",727,"tandem carrying",25,240,100,611
"1130",728,"tandem carrying",25,240,100,686
"1131",729,"tandem carrying",25,240,100,799
"1132",784,"tandem carrying",27,240,100,847
"1133",785,"tandem carrying",27,240,100,796
"1134",786,"tandem carrying",27,240,100,674
"1135",841,"tandem carrying",29,240,100,657
"1136",842,"tandem carrying",29,240,100,704
"1137",843,"tandem carrying",29,240,100,619
"1138",898,"tandem carrying",31,240,100,691
"1139",899,"tandem carrying",31,240,100,598
"1140",900,"tandem carrying",31,240,100,672
"1141",955,"tandem carrying",33,240,100,649
"1142",956,"tandem carrying",33,240,100,747
"1143",957,"tandem carrying",33,240,100,673
"1144",1012,"tandem carrying",35,240,100,514
"1145",1013,"tandem carrying",35,240,100,822
"1146",1014,"tandem carrying",35,240,100,673
"1147",1069,"tandem carrying",37,240,100,782
"1148",1070,"tandem carrying",37,240,100,645
"1149",1071,"tandem carrying",37,240,100,785
"1150",1126,"tandem carrying",39,240,100,638
"1151",1127,"tandem carrying",39,240,100,590
"1152",1128,"tandem carrying",39,240,100,710
"1153",1183,"tandem carrying",41,240,100,710
"1154",1184,"tandem carrying",41,240,100,535
"1155",1185,"tandem carrying",41,240,100,579
"1156",1240,"tandem carrying",43,240,100,606
"1157",1241,"tandem carrying",43,240,100,624
"1158",1242,"tandem carrying",43,240,100,593
"1159",1297,"tandem carrying",45,240,100,616
"1160",1298,"tandem carrying",45,240,100,605
"1161",1299,"tandem carrying",45,240,100,738
"1162",1354,"tandem carrying",47,240,100,709
"1163",1355,"tandem carrying",47,240,100,503
"1164",1356,"tandem carrying",47,240,100,641
"1165",1411,"tandem carrying",49,240,100,648
"1166",1412,"tandem carrying",49,240,100,589
"1167",1413,"tandem carrying",49,240,100,729
"1168",1468,"tandem carrying",51,240,100,690
"1169",1469,"tandem carrying",51,240,100,658
"1170",1470,"tandem carrying",51,240,100,739
"1171",46,"tandem carrying",1,255,100,783
"1172",47,"tandem carrying",1,255,100,659
"1173",48,"tandem carrying",1,255,100,555
"1174",103,"tandem carrying",3,255,100,767
"1175",104,"tandem carrying",3,255,100,631
"1176",105,"tandem carrying",3,255,100,768
"1177",160,"tandem carrying",5,255,100,771
"1178",161,"tandem carrying",5,255,100,638
"1179",162,"tandem carrying",5,255,100,705
"1180",217,"tandem carrying",7,255,100,732
"1181",218,"tandem carrying",7,255,100,666
"1182",219,"tandem carrying",7,255,100,556
"1183",274,"tandem carrying",9,255,100,747
"1184",275,"tandem carrying",9,255,100,830
"1185",276,"tandem carrying",9,255,100,827
"1186",331,"tandem carrying",11,255,100,892
"1187",332,"tandem carrying",11,255,100,711
"1188",333,"tandem carrying",11,255,100,771
"1189",388,"tandem carrying",13,255,100,748
"1190",389,"tandem carrying",13,255,100,793
"1191",390,"tandem carrying",13,255,100,841
"1192",445,"tandem carrying",15,255,100,635
"1193",446,"tandem carrying",15,255,100,887
"1194",447,"tandem carrying",15,255,100,722
"1195",502,"tandem carrying",17,255,100,729
"1196",503,"tandem carrying",17,255,100,677
"1197",504,"tandem carrying",17,255,100,726
"1198",559,"tandem carrying",19,255,100,652
"1199",560,"tandem carrying",19,255,100,643
"1200",561,"tandem carrying",19,255,100,726
"1201",616,"tandem carrying",21,255,100,623
"1202",617,"tandem carrying",21,255,100,766
"1203",618,"tandem carrying",21,255,100,704
"1204",673,"tandem carrying",23,255,100,728
"1205",674,"tandem carrying",23,255,100,799
"1206",675,"tandem carrying",23,255,100,610
"1207",730,"tandem carrying",25,255,100,636
"1208",731,"tandem carrying",25,255,100,700
"1209",732,"tandem carrying",25,255,100,767
"1210",787,"tandem carrying",27,255,100,659
"1211",788,"tandem carrying",27,255,100,689
"1212",789,"tandem carrying",27,255,100,820
"1213",844,"tandem carrying",29,255,100,677
"1214",845,"tandem carrying",29,255,100,651
"1215",846,"tandem carrying",29,255,100,599
"1216",901,"tandem carrying",31,255,100,679
"1217",902,"tandem carrying",31,255,100,652
"1218",903,"tandem carrying",31,255,100,801
"1219",958,"tandem carrying",33,255,100,680
"1220",959,"tandem carrying",33,255,100,648
"1221",960,"tandem carrying",33,255,100,655
"1222",1015,"tandem carrying",35,255,100,826
"1223",1016,"tandem carrying",35,255,100,792
"1224",1017,"tandem carrying",35,255,100,727
"1225",1072,"tandem carrying",37,255,100,543
"1226",1073,"tandem carrying",37,255,100,722
"1227",1074,"tandem carrying",37,255,100,769
"1228",1129,"tandem carrying",39,255,100,692
"1229",1130,"tandem carrying",39,255,100,694
"1230",1131,"tandem carrying",39,255,100,601
"1231",1186,"tandem carrying",41,255,100,660
"1232",1187,"tandem carrying",41,255,100,686
"1233",1188,"tandem carrying",41,255,100,618
"1234",1243,"tandem carrying",43,255,100,686
"1235",1244,"tandem carrying",43,255,100,718
"1236",1245,"tandem carrying",43,255,100,741
"1237",1300,"tandem carrying",45,255,100,665
"1238",1301,"tandem carrying",45,255,100,708
"1239",1302,"tandem carrying",45,255,100,734
"1240",1357,"tandem carrying",47,255,100,710
"1241",1358,"tandem carrying",47,255,100,686
"1242",1359,"tandem carrying",47,255,100,594
"1243",1414,"tandem carrying",49,255,100,651
"1244",1415,"tandem carrying",49,255,100,625
"1245",1416,"tandem carrying",49,255,100,641
"1246",1471,"tandem carrying",51,255,100,607
"1247",1472,"tandem carrying",51,255,100,725
"1248",1473,"tandem carrying",51,255,100,652
"1249",49,"tandem carrying",1,270,100,630
"1250",50,"tandem carrying",1,270,100,574
"1251",51,"tandem carrying",1,270,100,675
"1252",106,"tandem carrying",3,270,100,729
"1253",107,"tandem carrying",3,270,100,829
"1254",108,"tandem carrying",3,270,100,647
"1255",163,"tandem carrying",5,270,100,561
"1256",164,"tandem carrying",5,270,100,842
"1257",165,"tandem carrying",5,270,100,812
"1258",220,"tandem carrying",7,270,100,747
"1259",221,"tandem carrying",7,270,100,845
"1260",222,"tandem carrying",7,270,100,796
"1261",277,"tandem carrying",9,270,100,733
"1262",278,"tandem carrying",9,270,100,677
"1263",279,"tandem carrying",9,270,100,566
"1264",334,"tandem carrying",11,270,100,571
"1265",335,"tandem carrying",11,270,100,687
"1266",336,"tandem carrying",11,270,100,741
"1267",391,"tandem carrying",13,270,100,811
"1268",392,"tandem carrying",13,270,100,697
"1269",393,"tandem carrying",13,270,100,797
"1270",448,"tandem carrying",15,270,100,739
"1271",449,"tandem carrying",15,270,100,786
"1272",450,"tandem carrying",15,270,100,635
"1273",505,"tandem carrying",17,270,100,567
"1274",506,"tandem carrying",17,270,100,725
"1275",507,"tandem carrying",17,270,100,753
"1276",562,"tandem carrying",19,270,100,777
"1277",563,"tandem carrying",19,270,100,677
"1278",564,"tandem carrying",19,270,100,759
"1279",619,"tandem carrying",21,270,100,763
"1280",620,"tandem carrying",21,270,100,759
"1281",621,"tandem carrying",21,270,100,729
"1282",676,"tandem carrying",23,270,100,822
"1283",677,"tandem carrying",23,270,100,921
"1284",678,"tandem carrying",23,270,100,756
"1285",733,"tandem carrying",25,270,100,730
"1286",734,"tandem carrying",25,270,100,642
"1287",735,"tandem carrying",25,270,100,985
"1288",790,"tandem carrying",27,270,100,741
"1289",791,"tandem carrying",27,270,100,781
"1290",792,"tandem carrying",27,270,100,803
"1291",847,"tandem carrying",29,270,100,548
"1292",848,"tandem carrying",29,270,100,744
"1293",849,"tandem carrying",29,270,100,706
"1294",904,"tandem carrying",31,270,100,807
"1295",905,"tandem carrying",31,270,100,775
